player_name_home_player_1_info,player_name_home_player_2_info,player_name_home_player_3_info,player_name_home_player_4_info,player_name_home_player_5_info,player_name_home_player_6_info,player_name_home_player_7_info,player_name_home_player_8_info,player_name_home_player_9_info,player_name_home_player_10_info,player_name_home_player_11_info,player_name_home_player_1_info.1,player_name_home_player_2_info.1,player_name_home_player_3_info.1,player_name_home_player_4_info.1,player_name_home_player_5_info.1,player_name_home_player_6_info.1,player_name_home_player_7_info.1,player_name_home_player_8_info.1,player_name_home_player_9_info.1,player_name_home_player_10_info.1,player_name_home_player_11_info.1,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,home_player_1_position,home_player_2_position,home_player_3_position,home_player_4_position,home_player_5_position,home_player_6_position,home_player_7_position,home_player_8_position,home_player_9_position,home_player_10_position,home_player_11_position
Carlos Kameni,Ivan Pillud,Facundo Sebastian Roncaglia,Nicolas Pareja,David Garcia,Hurtado Perez Moises,Joan Verdu,Ferran Corominas,Ivan Alonso,Luis Garcia,Jose Maria Callejon,Carlos Kameni,Ivan Pillud,Facundo Sebastian Roncaglia,Nicolas Pareja,David Garcia,Hurtado Perez Moises,Joan Verdu,Ferran Corominas,Ivan Alonso,Luis Garcia,Jose Maria Callejon,25563,164033,113318.0,38385.0,33767,24099,37441,33773,75194,24852,150330,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Ivan Pillud,Facundo Sebastian Roncaglia,Juan Forlin,David Garcia,Joan Verdu,Hurtado Perez Moises,Fernando Marquez,Ivan Alonso,Luis Garcia,Jose Maria Callejon,Carlos Kameni,Ivan Pillud,Facundo Sebastian Roncaglia,Juan Forlin,David Garcia,Joan Verdu,Hurtado Perez Moises,Fernando Marquez,Ivan Alonso,Luis Garcia,Jose Maria Callejon,25563,164033,113318.0,121716.0,33767,37441,24099,68411,75194,24852,150330,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Francisco Chica,Ernesto Galan,Victor Ruiz,David Garcia,Javi Moreno Marquez,Juan Forlin,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Cristian Alvarez,Francisco Chica,Ernesto Galan,Victor Ruiz,David Garcia,Javi Moreno Marquez,Juan Forlin,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,113695,45440,183331.0,182921.0,33767,80492,121716,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Javi Lopez,Juan Forlin,Victor Ruiz,Didac Vila,Javi Moreno Marquez,Jose Raul Baena,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Javi Lopez,Juan Forlin,Victor Ruiz,Didac Vila,Javi Moreno Marquez,Jose Raul Baena,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,25563,185123,121716.0,182921.0,163971,80492,186121,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Javi Lopez,Jordi Amat,Juan Forlin,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Javi Lopez,Jordi Amat,Juan Forlin,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,25563,185123,193223.0,121716.0,163971,186121,80492,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Juan Forlin,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Sergio Garcia,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Francisco Chica,Juan Forlin,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Sergio Garcia,Jose Maria Callejon,Pablo Osvaldo,25563,45440,121716.0,182921.0,163971,186121,80492,24852,38578,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Juan Forlin,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Francisco Chica,Juan Forlin,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,25563,45440,121716.0,182921.0,163971,186121,80492,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Jordi Amat,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Francisco Chica,Jordi Amat,Victor Ruiz,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,25563,45440,193223.0,182921.0,163971,186121,80492,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Jordi Amat,Juan Forlin,David Garcia,Aldo Pedro Duscher,Joan Verdu,Javi Moreno Marquez,Luis Garcia,Jose Maria Callejon,Sergio Garcia,Carlos Kameni,Francisco Chica,Jordi Amat,Juan Forlin,David Garcia,Aldo Pedro Duscher,Joan Verdu,Javi Moreno Marquez,Luis Garcia,Jose Maria Callejon,Sergio Garcia,25563,45440,193223.0,121716.0,33767,33759,37441,80492,24852,150330,38578,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0
Carlos Kameni,Francisco Chica,Jordi Amat,Ernesto Galan,Javi Lopez,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Sergio Garcia,Carlos Kameni,Francisco Chica,Jordi Amat,Ernesto Galan,Javi Lopez,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Sergio Garcia,25563,45440,193223.0,183331.0,185123,186121,80492,24852,37441,150330,38578,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Javi Lopez,Jordi Amat,Ernesto Galan,David Garcia,Javi Moreno Marquez,Luis Garcia,Jose Maria Callejon,Joan Verdu,Sergio Garcia,Alvaro Vazquez,Carlos Kameni,Javi Lopez,Jordi Amat,Ernesto Galan,David Garcia,Javi Moreno Marquez,Luis Garcia,Jose Maria Callejon,Joan Verdu,Sergio Garcia,Alvaro Vazquez,25563,185123,193223.0,183331.0,33767,80492,24852,150330,37441,38578,213489,1.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,9.0,11.0,11.0
Carlos Kameni,Javi Lopez,Jordi Amat,Ernesto Galan,Francisco Chica,Luis Garcia,Aldo Pedro Duscher,Joan Verdu,Jose Maria Callejon,Sergio Garcia,Alvaro Vazquez,Carlos Kameni,Javi Lopez,Jordi Amat,Ernesto Galan,Francisco Chica,Luis Garcia,Aldo Pedro Duscher,Joan Verdu,Jose Maria Callejon,Sergio Garcia,Alvaro Vazquez,25563,185123,193223.0,183331.0,45440,24852,33759,37441,150330,38578,213489,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0
Carlos Kameni,Javi Lopez,Juan Forlin,Ernesto Galan,David Garcia,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Alvaro Vazquez,Carlos Kameni,Javi Lopez,Juan Forlin,Ernesto Galan,David Garcia,Jose Raul Baena,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Alvaro Vazquez,25563,185123,121716.0,183331.0,33767,186121,80492,24852,37441,150330,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Ernesto Galan,Juan Forlin,Victor Ruiz,David Garcia,Aldo Pedro Duscher,Javi Moreno Marquez,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Sergio Garcia,Carlos Kameni,Ernesto Galan,Juan Forlin,Victor Ruiz,David Garcia,Aldo Pedro Duscher,Javi Moreno Marquez,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Sergio Garcia,25563,183331,121716.0,182921.0,33767,33759,80492,24852,75194,150330,38578,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Jordi Amat,Ernesto Galan,David Garcia,Javi Lopez,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Francisco Chica,Jordi Amat,Ernesto Galan,David Garcia,Javi Lopez,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Pablo Osvaldo,25563,45440,193223.0,183331.0,33767,185123,80492,24852,37441,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Ernesto Galan,Jordi Amat,Raul Rodriguez,Francisco Chica,Javi Lopez,Joan Verdu,Jose Maria Callejon,Ivan Alonso,Luis Garcia,Pablo Osvaldo,Carlos Kameni,Ernesto Galan,Jordi Amat,Raul Rodriguez,Francisco Chica,Javi Lopez,Joan Verdu,Jose Maria Callejon,Ivan Alonso,Luis Garcia,Pablo Osvaldo,25563,183331,193223.0,230993.0,45440,185123,37441,150330,75194,24852,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Ernesto Galan,Raul Rodriguez,Jordi Amat,Francisco Chica,Javi Moreno Marquez,Joan Verdu,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Ernesto Galan,Raul Rodriguez,Jordi Amat,Francisco Chica,Javi Moreno Marquez,Joan Verdu,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Pablo Osvaldo,25563,183331,230993.0,193223.0,45440,80492,37441,24852,75194,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Ernesto Galan,Raul Rodriguez,Jordi Amat,Francisco Chica,Javi Lopez,Joan Verdu,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Pablo Osvaldo,Carlos Kameni,Ernesto Galan,Raul Rodriguez,Jordi Amat,Francisco Chica,Javi Lopez,Joan Verdu,Luis Garcia,Ivan Alonso,Jose Maria Callejon,Pablo Osvaldo,25563,183331,230993.0,193223.0,45440,185123,37441,24852,75194,150330,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Ernesto Galan,Jordi Amat,Raul Rodriguez,Francisco Chica,Javi Lopez,Joan Verdu,Luis Garcia,Ivan Alonso,Alvaro Vazquez,Pablo Osvaldo,Cristian Alvarez,Ernesto Galan,Jordi Amat,Raul Rodriguez,Francisco Chica,Javi Lopez,Joan Verdu,Luis Garcia,Ivan Alonso,Alvaro Vazquez,Pablo Osvaldo,113695,183331,193223.0,230993.0,45440,185123,37441,24852,75194,213489,40165,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Carlos Kameni,Francisco Chica,Jordi Amat,Victor Ruiz,Didac Vila,Aldo Pedro Duscher,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Alvaro Vazquez,Carlos Kameni,Francisco Chica,Jordi Amat,Victor Ruiz,Didac Vila,Aldo Pedro Duscher,Javi Moreno Marquez,Luis Garcia,Joan Verdu,Jose Maria Callejon,Alvaro Vazquez,25563,45440,193223.0,182921.0,163971,33759,80492,24852,37441,150330,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Francisco Chica,Juan Forlin,Victor Ruiz,David Garcia,Aldo Pedro Duscher,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Jesus Datolo,Jose Maria Callejon,Cristian Alvarez,Francisco Chica,Juan Forlin,Victor Ruiz,David Garcia,Aldo Pedro Duscher,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Jesus Datolo,Jose Maria Callejon,113695,45440,121716.0,182921.0,33767,33759,80492,38578,37441,18705,150330,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Jose Raul Baena,Vladimir Weiss,Joan Verdu,Romaric,Thievy Bifouma,Francisco Casilla,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Jose Raul Baena,Vladimir Weiss,Joan Verdu,Romaric,Thievy Bifouma,40672,183331,230993.0,70812.0,163971,121716,186121,163199,37441,31014,254702,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Romaric,Alvaro Vazquez,Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Romaric,Alvaro Vazquez,113695,185123,230993.0,70812.0,163971,121716,80492,38578,37441,31014,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Romaric,Sergio Garcia,Joan Verdu,Jesus Datolo,Alvaro Vazquez,Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Romaric,Sergio Garcia,Joan Verdu,Jesus Datolo,Alvaro Vazquez,113695,185123,230993.0,70812.0,163971,121716,31014,38578,37441,18705,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Ernesto Galan,Hector Moreno,Raul Rodriguez,Didac Vila,Juan Forlin,Christian Gomez,Vladimir Weiss,Joan Verdu,Romaric,Alvaro Vazquez,Cristian Alvarez,Ernesto Galan,Hector Moreno,Raul Rodriguez,Didac Vila,Juan Forlin,Christian Gomez,Vladimir Weiss,Joan Verdu,Romaric,Alvaro Vazquez,113695,183331,70812.0,230993.0,163971,121716,282475,163199,37441,31014,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Romaric,Juan Forlin,Rui Fonte,Joan Verdu,Thievy Bifouma,Sergio Garcia,Cristian Alvarez,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Romaric,Juan Forlin,Rui Fonte,Joan Verdu,Thievy Bifouma,Sergio Garcia,113695,183331,230993.0,70812.0,163971,31014,121716,159598,37441,254702,38578,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,8.0,10.0,10.0
Cristian Alvarez,Jordi Amat,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Romaric,Thievy Bifouma,Joan Verdu,Vladimir Weiss,Sergio Garcia,Cristian Alvarez,Jordi Amat,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Romaric,Thievy Bifouma,Joan Verdu,Vladimir Weiss,Sergio Garcia,113695,193223,230993.0,70812.0,163971,121716,31014,254702,37441,163199,38578,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Jose Raul Baena,Vladimir Weiss,Joan Verdu,Romaric,Rui Fonte,Francisco Casilla,Ernesto Galan,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Jose Raul Baena,Vladimir Weiss,Joan Verdu,Romaric,Rui Fonte,40672,183331,230993.0,70812.0,163971,121716,186121,163199,37441,31014,159598,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Joan Verdu,Vladimir Weiss,Romaric,Philippe Coutinho,Kalu Uche,Francisco Casilla,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Joan Verdu,Vladimir Weiss,Romaric,Philippe Coutinho,Kalu Uche,40672,185123,230993.0,70812.0,163971,121716,37441,163199,31014,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Christian Gomez,Philippe Coutinho,Joan Verdu,Vladimir Weiss,Alvaro Vazquez,Francisco Casilla,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Juan Forlin,Christian Gomez,Philippe Coutinho,Joan Verdu,Vladimir Weiss,Alvaro Vazquez,40672,185123,230993.0,70812.0,163971,121716,282475,184536,37441,163199,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Javi Lopez,Jordi Amat,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,Francisco Casilla,Javi Lopez,Jordi Amat,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,40672,185123,193223.0,70812.0,163971,186121,282475,38578,37441,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Javi Lopez,Jordi Amat,Hector Moreno,Didac Vila,Juan Forlin,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,Francisco Casilla,Javi Lopez,Jordi Amat,Hector Moreno,Didac Vila,Juan Forlin,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,40672,185123,193223.0,70812.0,163971,121716,282475,38578,37441,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Javi Lopez,Hector Moreno,Juan Forlin,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Juan Albin,Alvaro Vazquez,Cristian Alvarez,Javi Lopez,Hector Moreno,Juan Forlin,Didac Vila,Jose Raul Baena,Javi Moreno Marquez,Sergio Garcia,Joan Verdu,Juan Albin,Alvaro Vazquez,113695,185123,70812.0,121716.0,163971,186121,80492,38578,37441,37469,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Javi Lopez,Raul Rodriguez,Juan Forlin,Didac Vila,Jose Raul Baena,Christian Gomez,Vladimir Weiss,Joan Verdu,Philippe Coutinho,Kalu Uche,Francisco Casilla,Javi Lopez,Raul Rodriguez,Juan Forlin,Didac Vila,Jose Raul Baena,Christian Gomez,Vladimir Weiss,Joan Verdu,Philippe Coutinho,Kalu Uche,40672,185123,230993.0,121716.0,163971,186121,282475,163199,37441,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Francisco Casilla,Victor Sanchez Mata,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Romaric,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,Francisco Casilla,Victor Sanchez Mata,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Romaric,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,40672,107930,230993.0,70812.0,163971,186121,31014,38578,37441,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Vladimir Weiss,Kalu Uche,Cristian Alvarez,Javi Lopez,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Vladimir Weiss,Kalu Uche,113695,185123,230993.0,70812.0,163971,186121,282475,38578,37441,163199,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Victor Sanchez Mata,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,Cristian Alvarez,Victor Sanchez Mata,Raul Rodriguez,Hector Moreno,Didac Vila,Jose Raul Baena,Christian Gomez,Sergio Garcia,Joan Verdu,Philippe Coutinho,Kalu Uche,113695,107930,230993.0,70812.0,163971,186121,282475,38578,37441,184536,43329,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Javi Lopez,Hector Moreno,Didac Vila,Raul Rodriguez,Victor Sanchez Mata,Juan Forlin,Vladimir Weiss,Joan Verdu,Philippe Coutinho,Alvaro Vazquez,Cristian Alvarez,Javi Lopez,Hector Moreno,Didac Vila,Raul Rodriguez,Victor Sanchez Mata,Juan Forlin,Vladimir Weiss,Joan Verdu,Philippe Coutinho,Alvaro Vazquez,113695,185123,70812.0,163971.0,230993,107930,121716,163199,37441,184536,213489,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0
Cristian Alvarez,Ernesto Galan,Jordi Amat,Hector Moreno,Didac Vila,Joan Verdu,Jose Raul Baena,Javi Moreno Marquez,Alvaro Vazquez,Thievy Bifouma,Sergio Garcia,Cristian Alvarez,Ernesto Galan,Jordi Amat,Hector Moreno,Didac Vila,Joan Verdu,Jose Raul Baena,Javi Moreno Marquez,Alvaro Vazquez,Thievy Bifouma,Sergio Garcia,113695,183331,193223.0,70812.0,163971,37441,186121,80492,213489,254702,38578,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0
